restaurant name,restaurant type,rate,num of ratings,avg cost,online_order,table booking,cuisines type,area,local address,rating_category
Al Swaad Take Away,Quick Bites,3.1,12,350.0,Yes,No,"North Indian, South Indian, Arabian",Brigade Road,Richmond Road,Average
Al Taj Fast Food,Quick Bites,3.2,4,600.0,Yes,No,"Fast Food, North Indian, South Indian, Chinese",Rajajinagar,Vijay Nagar,Average
Al Zaiqa Hotel,Quick Bites,3.4,14,200.0,Yes,No,"Chinese, South Indian, Fast Food",Marathahalli,Marathahalli,Average
Alampur Bar And Restaurant,Casual Dining,3.7,42,900.0,Yes,No,"Chinese, South Indian, North Indian",Brigade Road,Race Course Road,Good
Alankar Restaurant,Casual Dining,2.8,40,800.0,No,No,"South Indian, North Indian, Chinese",Marathahalli,Marathahalli,Poor
Alankrutha,Casual Dining,3.8,260,500.0,Yes,No,"Andhra, Biryani, North Indian, Chinese",Koramangala 5Th Block,Btm,Good
Alba - JW Marriott Bengaluru,Fine Dining,4.4,561,4000.0,No,Yes,Italian,Church Street,Lavelle Road,Very nice
Al-Badia Restaurant,Casual Dining,4.2,89,700.0,No,No,Arabian,Kalyan Nagar,Kammanahalli,Very nice
Al-Baik Kabab Corner,Quick Bites,3.2,25,350.0,Yes,No,"Kebab, Biryani",Malleshwaram,Yeshwantpur,Average
Al-Baik Tandoori Restaurant,Quick Bites,3.6,113,450.0,Yes,No,"North Indian, Chinese, Arabian, Biryani, Rolls",Frazer Town,Nagawara,Good
Al-Bek,Casual Dining,3.9,682,650.0,Yes,No,"North Indian, Mughlai, Chinese, Seafood","Byresandra,Tavarekere,Madiwala",Jayanagar,Good
Albert Bakery,Bakery,4.3,346,150.0,No,No,"Bakery, Fast Food",Frazer Town,Frazer Town,Very nice
Alchemy - The Chancery Pavilion,"Microbrewery, Casual Dining",4.3,446,2000.0,No,Yes,Modern Indian,Brigade Road,Residency Road,Very nice
Alchemy Coffee Roasters,Cafe,4.2,704,500.0,No,No,Cafe,Basavanagudi,Jayanagar,Very nice
Alfa Family Restaurant,Casual Dining,3.0,27,400.0,No,No,"North Indian, Arabian, Chinese",Basavanagudi,Wilson Garden,Average
Alfresco by Bene -Sheraton Grand Bangalore Hotel at...,"Bar, Casual Dining",3.7,77,2000.0,No,Yes,Continental,Malleshwaram,Malleshwaram,Good
Ali Snacks Point,Quick Bites,3.4,5,150.0,Yes,No,"Chinese, Momos",Malleshwaram,Malleshwaram,Average
Alibaba Cafe and Restaurant,Casual Dining,2.9,55,700.0,No,No,"Arabian, Middle Eastern",Kammanahalli,Kalyan Nagar,Poor
Alibi - Maya International Hotel,Casual Dining,1.8,224,1200.0,No,No,"North Indian, Continental, Chinese",Brigade Road,Church Street,Poor
AlienSip,Beverage Shop,3.6,11,200.0,Yes,No,Juices,Bannerghatta Road,Btm,Good
Alif Restaurant,Casual Dining,3.6,26,600.0,Yes,No,"North Indian, Chinese",Bannerghatta Road,Jp Nagar,Good
Aligarh House,Delivery,4.4,98,400.0,Yes,No,"North Indian, Biryani, Awadhi, Mughlai","Byresandra,Tavarekere,Madiwala",Koramangala,Very nice
Alikemom,"Takeaway, Delivery",2.8,40,300.0,Yes,No,North Indian,Electronic City,Electronic City,Poor
All Aromas,Quick Bites,2.8,40,400.0,Yes,No,"North Indian, Biryani",Basavanagudi,Jayanagar,Poor
All Saints Bakery,Bakery,3.6,23,200.0,No,No,Bakery,Brigade Road,Brigade Road,Good
All Shook Up,"Dessert Parlor, Beverage Shop",3.6,34,300.0,Yes,No,"Desserts, Beverages",Brookefield,Marathahalli,Good
All Shook Up!,"Dessert Parlor, Beverage Shop",3.6,19,300.0,Yes,No,"Desserts, Beverages",Malleshwaram,Rajajinagar,Good
Allahabadi Tadaka,Casual Dining,2.9,46,250.0,No,No,North Indian,Indiranagar,Domlur,Poor
Allana Kabab,Quick Bites,3.3,4,200.0,No,No,North Indian,Church Street,Richmond Road,Average
Alloro - The Oterra,Fine Dining,4.0,63,2500.0,No,Yes,Italian,Electronic City,Electronic City,Very nice
Al-Madina,"Takeaway, Delivery",3.3,8,500.0,No,No,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Btm,Average
Al-Madina Restaurant,Casual Dining,3.4,22,400.0,No,No,"Arabian, North Indian, Chinese, Kerala",Basavanagudi,City Market,Average
Al-Marhaba Restaurant,Quick Bites,2.8,40,400.0,Yes,No,"Arabian, Chinese, North Indian, Rolls, Momos",Bannerghatta Road,Btm,Poor
Al-Noor Restaurant,Quick Bites,2.8,40,400.0,Yes,No,"Chinese, North Indian, Mughlai",Kalyan Nagar,Nagawara,Poor
Alpha - House of Biryani & Tandoor,Casual Dining,3.3,387,800.0,Yes,No,"Biryani, North Indian, Chinese",Brookefield,Whitefield,Average
Al-Sidique,Quick Bites,4.0,314,400.0,Yes,No,"North Indian, Chinese",Rajajinagar,Vijay Nagar,Very nice
alt,"Bar, Lounge",4.1,821,1900.0,No,Yes,Finger Food,Whitefield,Whitefield,Very nice
Altaf's Chillies Restaurant,Casual Dining,3.8,229,500.0,Yes,No,"North Indian, Chinese",Frazer Town,Frazer Town,Good
Altaj Restaurant,Casual Dining,3.3,6,700.0,No,No,"North Indian, Chinese",Malleshwaram,Rajajinagar,Average
Al-Taj Restaurant,Casual Dining,3.3,10,600.0,Yes,No,"South Indian, North Indian, Chinese",Rajajinagar,Rajajinagar,Average
Alter Ego D'Deli,Cafe,3.8,140,650.0,Yes,No,"Cafe, Continental, Italian, Burger, Pizza, Salad, Steak",Kalyan Nagar,Kalyan Nagar,Good
Alto Vino - Bengaluru Marriott Hotel Whitefield,Fine Dining,4.3,263,3000.0,No,Yes,"Italian, Salad",Brookefield,Whitefield,Very nice
AM WOW,Beverage Shop,3.4,6,100.0,Yes,No,Beverages,Banashankari,Jayanagar,Average
Amadora Gourmet Ice Cream & Sorbet,Dessert Parlor,2.8,40,500.0,No,No,Desserts,Brookefield,Whitefield,Poor
Amande Patisserie,Bakery,4.0,73,300.0,Yes,No,"Bakery, French, Desserts",Banashankari,Basavanagudi,Very nice
Amanthrana Gardenia,Casual Dining,3.8,107,800.0,Yes,No,"North Indian, Andhra, Bbq, Seafood, Chinese",Brookefield,Brookefield,Good
Amantrana,Casual Dining,3.2,15,800.0,No,No,"North Indian, South Indian",Rajajinagar,Magadi Road,Average
Amar Kolkata,Quick Bites,3.2,4,300.0,No,No,"Bengali, North Indian, Chinese",Indiranagar,Old Airport Road,Average
Amara Food Point,"Takeaway, Delivery",3.3,4,250.0,No,No,South Indian,"Byresandra,Tavarekere,Madiwala",Btm,Average
Amaravathi Bar & Restaurant,"Casual Dining, Bar",3.7,43,400.0,No,No,"North Indian, Chinese, Seafood","Byresandra,Tavarekere,Madiwala",Jayanagar,Good
Amaravathi Mess,Quick Bites,3.6,108,400.0,Yes,No,"Andhra, Biryani",Electronic City,Electronic City,Good
Amaravati,Quick Bites,3.6,39,400.0,No,No,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Btm,Good
Amaravati - Pure Veg Restaurant,Quick Bites,3.5,93,350.0,Yes,No,"South Indian, North Indian, Chinese",Marathahalli,Kaggadasapura,Good
Amaravati Authentic Andhra Restaurant,Casual Dining,3.0,148,600.0,Yes,No,"Andhra, Chinese, North Indian, Biryani",Brookefield,Brookefield,Average
Amaravati Food Court,Quick Bites,3.3,7,300.0,Yes,No,Kerala,Whitefield,Whitefield,Average
Amaravati Grand,Casual Dining,3.3,7,550.0,No,No,"Chinese, Andhra, Mangalorean",Jayanagar,Btm,Average
Amazing Blue Pub,Pub,3.4,10,900.0,No,No,Finger Food,Malleshwaram,Seshadripuram,Average
Ambara Gardenia,Casual Dining,3.8,256,800.0,Yes,Yes,"Andhra, North Indian, Chinese, Seafood","Byresandra,Tavarekere,Madiwala",Bannerghatta Road,Good
Ambarsaria,Casual Dining,2.7,57,800.0,No,No,North Indian,New Bel Road,New Bel Road,Poor
Amber Rush by The Pool,"Bar, Casual Dining",3.9,140,1500.0,No,No,"North Indian, Chinese, Continental",Brookefield,Marathahalli,Good
Amber Rush Restobar,Pub,4.1,93,1000.0,No,Yes,"Continental, Chinese, Fast Food",Brigade Road,Residency Road,Very nice
Ambika Biryani Corner,Quick Bites,3.5,37,300.0,No,No,Biryani,Rajajinagar,Rajajinagar,Good
Ambika Vegetarian Hotel,Casual Dining,3.7,31,500.0,No,No,"North Indian, Fast Food",Malleshwaram,Rajajinagar,Good
Ambujam's Chettinad Mess,"Quick Bites, Mess",3.2,27,400.0,Yes,No,"South Indian, Chettinad",Kammanahalli,Banaswadi,Average
Ambur Azad Darbar,Quick Bites,3.1,6,250.0,No,No,"North Indian, Fast Food, Biryani",Jayanagar,Btm,Average
Ambur Biriyani,Quick Bites,3.2,4,200.0,No,No,Biryani,Indiranagar,Old Airport Road,Average
Ambur Biriyani Centre,Quick Bites,3.2,6,150.0,No,No,Biryani,Sarjapur Road,Bellandur,Average
Ambur Biriyani Classic,Casual Dining,3.3,136,700.0,Yes,No,"Biryani, South Indian, North Indian",Electronic City,Electronic City,Average
Ambur Biriyani Point,Quick Bites,3.6,26,150.0,No,No,Biryani,"Byresandra,Tavarekere,Madiwala",Btm,Good
Ambur Biriyani Zone,Quick Bites,3.2,4,200.0,No,No,"Biryani, Kebab",Kammanahalli,Kammanahalli,Average
Ambur Biryani,Quick Bites,3.2,5,450.0,No,No,"South Indian, Fast Food",Hsr,Hsr,Average
Ambur Biryani Hotel,Quick Bites,3.2,13,200.0,No,No,Biryani,"Byresandra,Tavarekere,Madiwala",Koramangala 1St Block,Average
Ambur Biryani Mess,Mess,3.4,18,250.0,No,No,Biryani,Koramangala 4Th Block,Koramangala 6Th Block,Average
Ambur Biryani Point,Quick Bites,3.3,8,150.0,No,No,Biryani,Bellandur,Sarjapur Road,Average
Ambur Chicken Biryani,Quick Bites,3.1,9,250.0,No,No,Biryani,Hsr,Hsr,Average
Ambur Darbar Biriyani Point,Quick Bites,3.2,24,200.0,Yes,No,Biryani,Malleshwaram,Yeshwantpur,Average
Ambur Dum Biriyani,Quick Bites,2.8,40,160.0,No,No,Biryani,Banashankari,Basavanagudi,Poor
Ambur Dum Biryani,Quick Bites,2.8,40,300.0,No,No,"Biryani, Fast Food",Electronic City,Electronic City,Poor
Ambur Hot Dum Biriyani,Quick Bites,3.1,6,200.0,No,No,Biryani,Old Airport Road,Jeevan Bhima Nagar,Average
Ambur Hot Dum Biryani,Quick Bites,3.0,9,200.0,No,No,Biryani,Marathahalli,Thippasandra,Average
Ambur Star Biryani,Quick Bites,3.5,22,200.0,No,No,Biryani,Bellandur,Sarjapur Road,Good
Ambur Star Briyani,Casual Dining,3.6,17,500.0,Yes,No,"North Indian, Chinese, Biryani",Indiranagar,Indiranagar,Good
Ambur Star Dum Biriyani,Quick Bites,3.2,4,200.0,No,No,Biryani,Residency Road,Wilson Garden,Average
Ambur Star Dum Biryani,Quick Bites,2.8,40,250.0,No,No,Biryani,Bellandur,Sarjapur Road,Poor
Ambur Tasty Biriyani,Quick Bites,3.2,4,200.0,No,No,Biryani,Hsr,Hsr,Average
Amchoor,Quick Bites,3.8,38,250.0,Yes,No,"North Indian, Beverages",Marathahalli,Marathahalli,Good
Amdo's Corner Tibetan Foods,Quick Bites,4.0,47,250.0,No,No,"Tibetan, Momos",Brigade Road,Richmond Road,Very nice
American Bites,Quick Bites,2.4,48,450.0,Yes,No,"Fast Food, Burger, Pizza",Frazer Town,Kalyan Nagar,Poor
American Desserts,"Takeaway, Delivery",3.6,23,500.0,Yes,No,"Desserts, Bakery",Kalyan Nagar,Banaswadi,Good
Amexicano,Food Truck,3.8,31,400.0,No,No,"American, Mexican",Indiranagar,East Bangalore,Good
Amigos Kitchen,Quick Bites,3.7,64,400.0,Yes,No,"Chinese, North Indian, Mexican, Fast Food",Kalyan Nagar,Banaswadi,Good
Amjad Bhai's Star Hotel - Home Food Only,Quick Bites,2.8,40,300.0,No,No,"North Indian, South Indian","Byresandra,Tavarekere,Madiwala",Btm,Poor
Ammachide Addukala,Quick Bites,3.5,6,300.0,No,No,Kerala,Bannerghatta Road,Bannerghatta Road,Good
Amma's Biryani & Rice,Quick Bites,2.8,40,300.0,Yes,No,"Biryani, Fast Food",Kalyan Nagar,Kammanahalli,Poor
Amma's Cafe,Quick Bites,3.2,6,300.0,No,No,Fast Food,Hsr,Hsr,Average
Amma's Pastries,Bakery,3.9,130,400.0,No,No,Bakery,Kalyan Nagar,Hbr Layout,Good
Ammi's Biryani,Casual Dining,2.7,171,500.0,Yes,No,"Biryani, North Indian",Kalyan Nagar,Kalyan Nagar,Poor
Ammus Hot N Cool,Quick Bites,3.4,84,300.0,Yes,No,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Btm,Average
Amnesia - The Poolside Bar,"Casual Dining, Bar",3.7,15,2000.0,No,No,"North Indian, Chinese, Continental",Brigade Road,Residency Road,Good
Amoeba Sports Bar,"Lounge, Bar",3.9,568,1000.0,Yes,Yes,"Continental, Chinese",Brookefield,Whitefield,Good
Amontron,Casual Dining,3.9,435,650.0,Yes,No,Bengali,Bannerghatta Road,Btm,Good
Amour Fine Patisserie,"Cafe, Dessert Parlor",4.0,82,500.0,Yes,Yes,"Cafe, Desserts, Continental",Hsr,Hsr,Very nice
Amravathi Restaurants & Caterers,Quick Bites,3.1,6,400.0,No,No,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Btm,Average
Amrit,Food Court,3.4,24,600.0,No,No,"North Indian, Seafood","Byresandra,Tavarekere,Madiwala",Jp Nagar,Average
Amrita Nadia Sweets,Sweet Shop,3.2,4,400.0,Yes,No,Mithai,New Bel Road,Jalahalli,Average
Amrith Ice Cream,Dessert Parlor,4.1,81,100.0,No,No,Ice Cream,Malleshwaram,Malleshwaram,Very nice
Amritsari Kulcha Bite,Quick Bites,3.9,99,150.0,Yes,No,North Indian,Indiranagar,Ulsoor,Good
Amritsari Kulcha Land,Quick Bites,4.0,260,300.0,Yes,No,North Indian,"Byresandra,Tavarekere,Madiwala",Jp Nagar,Very nice
Amrut,Quick Bites,3.5,250,300.0,Yes,No,"North Indian, Chinese, Fast Food",Malleshwaram,Malleshwaram,Good
Amruta,Casual Dining,3.8,20,600.0,No,No,"South Indian, North Indian, Chinese",Lavelle Road,Majestic,Good
Amruth Parkland,"Bar, Casual Dining",3.5,54,900.0,No,No,"North Indian, Chinese",Sarjapur Road,Sarjapur Road,Good
Amrutha Foods,Quick Bites,2.8,40,300.0,No,No,South Indian,Marathahalli,Old Airport Road,Poor
Amrutha Grand Restaurant,Casual Dining,3.2,204,500.0,Yes,No,"North Indian, Biryani, Chinese",Bellandur,Sarjapur Road,Average
Amrutha Mess,Quick Bites,3.4,5,300.0,No,No,Kerala,"Byresandra,Tavarekere,Madiwala",Btm,Average
Amrutha Sweets,Quick Bites,3.5,13,200.0,No,No,"Street Food, Mithai",Koramangala 4Th Block,Ejipura,Good
AM's Cafe Recreate,"Takeaway, Delivery",3.3,8,250.0,Yes,No,"Chinese, North Indian","Byresandra,Tavarekere,Madiwala",Btm,Average
Amul Ice Cream,Dessert Parlor,2.8,40,100.0,Yes,No,"Desserts, Ice Cream",Hsr,Hsr,Poor
An Egg Story,Cafe,4.0,241,600.0,No,No,"Cafe, Continental, American, Italian",Kalyan Nagar,Kalyan Nagar,Very nice
Anamika Roll Centre,Quick Bites,3.2,4,300.0,No,No,"North Indian, Fast Food, Rolls",Jayanagar,Wilson Garden,Average
Anand Donne Biriyani,Quick Bites,3.6,45,200.0,Yes,No,Biryani,Banashankari,Jayanagar,Good
Anand Sagar Inn,Casual Dining,3.2,6,450.0,No,No,"South Indian, North Indian, Chinese",Jayanagar,Basavanagudi,Average
Anand Sweets and Savouries,Quick Bites,4.0,99,400.0,Yes,No,"Mithai, Street Food",Kalyan Nagar,Kammanahalli,Very nice
Anda Ka Funda,Quick Bites,3.1,14,300.0,Yes,No,"North Indian, Chinese",Jp Nagar,Jayanagar,Average
Anda Special-Pav Bhaji,Quick Bites,3.4,8,200.0,Yes,No,Fast Food,New Bel Road,Yeshwantpur,Average
Andal Mess,Mess,3.1,22,300.0,Yes,No,"Biryani, South Indian, North Indian",Koramangala 4Th Block,Domlur,Average
Ande Ka Funda,Quick Bites,2.8,60,250.0,No,No,"North Indian, Fast Food, Rolls","Byresandra,Tavarekere,Madiwala",Btm,Poor
Andhra Amigos,Casual Dining,3.6,81,350.0,Yes,No,"Andhra, North Indian, Biryani",Electronic City,Electronic City,Good
Andhra Bhojanam,Casual Dining,3.6,21,600.0,No,No,"North Indian, South Indian, Andhra",Bannerghatta Road,Bannerghatta Road,Good
Andhra Biriyani Palace,Quick Bites,2.8,40,250.0,Yes,No,"Biryani, Andhra",Kalyan Nagar,Nagawara,Poor
Andhra Biryani & Curries,Quick Bites,3.1,4,400.0,Yes,No,"North Indian, South Indian, Chinese, Andhra, Biryani",Electronic City,Electronic City,Average
Andhra Biryanis,Casual Dining,4.0,108,700.0,Yes,No,"Andhra, Biryani, North Indian",Brookefield,Whitefield,Very nice
Andhra Box,Quick Bites,3.2,4,400.0,No,No,"Andhra, Biryani, Chinese",Brookefield,Marathahalli,Average
Andhra Central,Food Court,3.1,13,400.0,Yes,No,Andhra,Brookefield,Marathahalli,Average
Andhra Chettinad Cuisine,Quick Bites,3.6,24,250.0,No,No,"Andhra, South Indian, Chettinad",Electronic City,Electronic City,Good
Andhra Express,"Takeaway, Delivery",3.7,19,300.0,Yes,No,"Andhra, Biryani, North Indian, Beverages",Marathahalli,Cv Raman Nagar,Good
Andhra Food Cafe (AFC),Quick Bites,3.3,46,250.0,Yes,No,"Andhra, North Indian, South Indian",Electronic City,Electronic City,Average
Andhra Ghumaghumalu,Quick Bites,2.8,40,300.0,Yes,No,"Andhra, Biryani, North Indian",Brookefield,Whitefield,Poor
Andhra Grills,Casual Dining,3.0,55,800.0,No,No,"Andhra, North Indian, Biryani",Bannerghatta Road,Jp Nagar,Average
Andhra Kafe,Casual Dining,3.8,241,550.0,Yes,No,"Andhra, South Indian, North Indian, Biryani",Brookefield,Whitefield,Good
Andhra Kitchen,Quick Bites,3.9,45,400.0,Yes,No,Andhra,Electronic City,Electronic City,Good
Andhra Mess,Mess,2.8,17,400.0,Yes,No,"Andhra, Biryani, Chinese",Brookefield,Brookefield,Poor
Andhra Paris,Quick Bites,3.2,5,250.0,Yes,No,Andhra,Bellandur,Sarjapur Road,Average
Andhra Ruchi's Restaurant,Delivery,3.1,72,500.0,Yes,No,"Andhra, North Indian, Biryani",Whitefield,Whitefield,Average
Andhra Ruchulu,Casual Dining,4.2,1428,800.0,Yes,Yes,"Andhra, North Indian",Bannerghatta Road,Jp Nagar,Very nice
Andhra Spice,Casual Dining,2.8,40,600.0,No,No,"North Indian, Hyderabadi, Chinese, South Indian, Beverages, Desserts",Bellandur,Sarjapur Road,Poor
Andhra Spice Mess,Quick Bites,3.4,9,250.0,Yes,No,"Andhra, Biryani, North Indian, Chinese",New Bel Road,New Bel Road,Average
Andhra Spicy,Quick Bites,3.5,11,400.0,No,No,"Andhra, Biryani",Bellandur,Bellandur,Good
Andhra Spicy Food Court,Quick Bites,3.2,22,400.0,Yes,No,"Andhra, Biryani",Electronic City,Electronic City,Average
Andhra Spicy Inn,Quick Bites,2.8,40,450.0,Yes,No,"North Indian, South Indian, Mughlai, Andhra, Biryani, Chinese",Kalyan Nagar,Nagawara,Poor
Andhra Star Biryani,Quick Bites,3.2,6,200.0,No,No,Biryani,Marathahalli,Brookefield,Average
Andhra Vantakam,Casual Dining,3.9,317,800.0,Yes,No,"Andhra, Chinese, North Indian, Seafood",Malleshwaram,Rajajinagar,Good
Andhra Vantillu,Quick Bites,3.3,4,350.0,No,No,"South Indian, North Indian",Hsr,Hsr,Average
Andhra Vilaas,Quick Bites,3.7,52,350.0,Yes,No,"Andhra, North Indian, Biryani",Bellandur,Sarjapur Road,Good
Andhra Vindu Multi Cuisine Restaurant,Casual Dining,3.3,11,600.0,Yes,No,"Andhra, South Indian, Fast Food",Brookefield,Marathahalli,Average
Andy's CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Cafe,3.1,12,300.0,No,No,"Cafe, Beverages, Fast Food",New Bel Road,New Bel Road,Average
Angaar Biriyani,Quick Bites,3.7,92,400.0,Yes,No,"Biryani, Chinese, Fast Food",Whitefield,Whitefield,Good
Angaar Indian Grill & Restaurant,Casual Dining,3.9,121,600.0,No,No,"Arabian, Mughlai, North Indian, Chinese, Rolls",Kalyan Nagar,Hbr Layout,Good
Angel Mess,Quick Bites,3.5,17,200.0,No,No,South Indian,Marathahalli,Kaggadasapura,Good
Angel Mutton Leg Soup,Quick Bites,3.5,22,200.0,No,No,South Indian,Indiranagar,Jeevan Bhima Nagar,Good
Angel Restaurant,Quick Bites,2.8,165,450.0,Yes,No,"Kerala, South Indian, North Indian",Bannerghatta Road,Bannerghatta Road,Poor
Angel's Kitchen,Quick Bites,3.5,10,300.0,No,No,Kerala,Whitefield,Whitefield,Good
Angiie's Cafe,Quick Bites,3.7,29,450.0,Yes,No,"Burger, Fast Food",Bellandur,Sarjapur Road,Good
Anika's India Kitchen,Delivery,3.3,5,250.0,Yes,No,"Biryani, North Indian","Byresandra,Tavarekere,Madiwala",Hsr,Average
Aniram's,Delivery,4.1,739,500.0,Yes,No,"Chinese, North Indian",Bannerghatta Road,Jp Nagar,Very nice
Anjappaar,Casual Dining,3.9,96,650.0,No,No,"Chettinad, South Indian",Marathahalli,Marathahalli,Good
Anjappar,Casual Dining,2.7,40,650.0,No,No,"Chettinad, South Indian",Jayanagar,Jp Nagar,Poor
Anju's Cafe,Cafe,3.4,6,600.0,No,No,"Cafe, North Indian",Bannerghatta Road,Jp Nagar,Average
Anna Kuteera,Casual Dining,3.8,62,400.0,No,No,"South Indian, North Indian, Chinese",Residency Road,St. Marks Road,Good
Annabell,"Quick Bites, Beverage Shop",4.0,264,700.0,Yes,No,"Continental, Beverages",Indiranagar,Indiranagar,Very nice
Annalakshmi,Casual Dining,3.5,28,700.0,No,No,"Andhra, Chettinad",Bellandur,Bellandur,Good
Annapoorani,Casual Dining,3.9,434,400.0,No,No,South Indian,Indiranagar,Indiranagar,Good
Annapoorni Grand,Casual Dining,3.9,82,450.0,No,No,"Chinese, South Indian, North Indian",Lavelle Road,Majestic,Good
Annappa's Naati Mane,Quick Bites,3.5,73,400.0,No,No,"South Indian, Chinese",Rajajinagar,Rajajinagar,Good
Annapurna Andhra Hotel,Quick Bites,3.3,5,400.0,Yes,No,"Mughlai, Chinese, North Indian",Electronic City,Electronic City,Average
Annapurna Bengali Restaurant,Casual Dining,3.9,50,500.0,No,No,Bengali,Brookefield,Whitefield,Good
Annapurna Benne Dose,Quick Bites,2.8,40,200.0,Yes,No,South Indian,Jp Nagar,Jp Nagar,Poor
Annapurna Foods,Casual Dining,3.5,11,400.0,Yes,No,"North Indian, Chinese, Hyderabadi",Bellandur,Bellandur,Good
Antarastriya,Quick Bites,3.9,461,200.0,Yes,No,"Chinese, Fast Food, Momos",Malleshwaram,Malleshwaram,Good
ANTIGRAVITY,"Pub, Casual Dining",4.4,730,1500.0,No,Yes,"Continental, North Indian, Chinese, Bbq",Marathahalli,Marathahalli,Very nice
Antilla Aromas,Dessert Parlor,3.7,18,300.0,Yes,No,"Desserts, Ice Cream",Bannerghatta Road,Bannerghatta Road,Good
Anu Momos Chinese Kitchen,Quick Bites,3.7,118,450.0,Yes,No,"Chinese, Thai, Momos",Kalyan Nagar,Kammanahalli,Good
Anupam's Coast II Coast,Casual Dining,4.1,841,700.0,Yes,No,"Seafood, Mangalorean, North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Koramangala 6Th Block,Very nice
Anupam's Coastal Express,Casual Dining,4.1,179,600.0,Yes,No,"Seafood, Mangalorean, South Indian",Basavanagudi,Shanti Nagar,Very nice
Anushka Restaurant,Casual Dining,2.8,40,550.0,Yes,No,"North Indian, Chinese",Brookefield,Whitefield,Poor
Apna Hotel,Quick Bites,3.5,26,300.0,Yes,No,"North Indian, Hyderabadi",Brookefield,Whitefield,Good
Apna Punjab,Quick Bites,3.6,474,450.0,Yes,No,"North Indian, Chinese, Fast Food",Bannerghatta Road,Btm,Good
Apna Veg Dhaba,Casual Dining,3.1,35,400.0,Yes,No,"North Indian, Chinese",Bellandur,Bellandur,Average
Apoorva Multi Cuisine Restaurant,Casual Dining,3.9,236,750.0,Yes,No,"North Indian, South Indian, Chinese, Andhra, Biryani",Brookefield,Brookefield,Good
Appam & Curry,Quick Bites,3.8,18,200.0,Yes,No,"Kerala, South Indian","Byresandra,Tavarekere,Madiwala",Koramangala 1St Block,Good
Appam Centre,Quick Bites,3.2,4,200.0,No,No,Kerala,Bannerghatta Road,Jp Nagar,Average
Appana Restaurant,Quick Bites,2.8,40,300.0,Yes,No,North Indian,Bannerghatta Road,Btm,Poor
Appetite Workstation,Quick Bites,3.6,16,500.0,Yes,No,"North Indian, Chinese, Biryani",Bellandur,Sarjapur Road,Good
Apple Cafe,Quick Bites,3.3,14,300.0,No,No,"Beverages, Fast Food",Marathahalli,Marathahalli,Average
Apsara Ice Cream,Dessert Parlor,3.2,4,200.0,No,No,"Ice Cream, Desserts",Brookefield,Whitefield,Average
